Namespace;Namespace_loc_id;loc_id;loc_oms;loc_id_oms;Meetpunttype;Monitoringsoort.code;LigtInGeoobject.identificatie;HoortBijGeoobject.identificatie;waterlichaam;x1;y1;x2;y2;watertype;watertype_oms;Watergangcategorie;Watergangcategorie.code;Oever;NVO;Afvoergebiedcode;Afvoergebied_clustercode;wijzigingen_log;Opm_intern;Opm_dataleverancier;Foto_id;Aanmaakdatum;Fysische chemie;Meetnet Kader Richtlijn Water (KRW, FC);Meetnet Agrarisch en Stedelijk gebied (FC);Agrarisch & Stedelijk Roulatiejaar 1 (FC);Agrarisch & Stedelijk Roulatiejaar 2 (FC);Agrarisch & Stedelijk Roulatiejaar 3 (FC);Meetnet waterkwaliteit hoofdwater (FC);Meetnet Nutrienten Landbouw Specifiek Oppervlaktewater (MNLSO, FC);Calamiteiten Meetnet Nucleaire Ongevallen (CMNO, FC);Meetnet gewasbeschermingsmiddelen (FC);Landelijk Meetnet GewasBeschermingsMiddelen (LMGBM, FC);Meetnet zwemwater (FC);Meetnet hygienische waterkwaliteit (FC);Roulerend meetnet 2006 -2019 (FC);Centraal stadsdeel (FC);Groenraven Oost - Maartensdijk (FC);Kromme Rijn - Honswijk (FC);Langbroekerwetering (FC);Lopikerwaard (FC);Oude Rijn (FC);Projecten (FC);Lange weide (FC);Online waterkwaliteit Batau (FC);Onderwaterdrainage De Vlist (FC);Natuurgebieden (FC);Overige projecten (FC);Afgerond (FC);Historische meetpunten (< 2000) waarvan doel onbekend (FC);Biologie;Meetnet Kader Richtlijn Water (KRW, BIO);NL14_01 Langbroekerwetering (BIO);NL14_02 Kromme Rijn (BIO);NL14_03 Westerlaak (BIO);NL14_04 Honswijk (BIO);NL14_05 Biltse Grift (BIO);NL14_06 Ravense Wetering (BIO);NL14_07 Merwedekanaal (BIO);NL14_08 Binnenstad Utrecht (BIO);NL14_09 Maartensdijk (BIO);NL14_10 Hollandse IJssel (BIO);NL14_11 De Keulevaart (BIO);NL14_12 De Pleijt (BIO);NL14_13 De Koekoek (BIO);NL14_15 Bijleveld (BIO);NL14_16 Leidsche Rijn (BIO);NL14_18 Galecop (BIO);NL14_19 Gerverscop (BIO);NL14_20 De Tol (BIO);NL14_21 Ouwenaar - Haarrijn (BIO);NL14_22 Wiericke's (BIO);NL14_23 Snelrewaard (BIO);NL14_24 Lange Linschoten (BIO);NL14_25 Montfoortse Vaart (BIO);NL14_26 Meijepolder (BIO);NL14_27 Oude Rijn (BIO);NL14_28 Zegveld (BIO);NL14_29 Grecht (BIO);NL14_30 Kockengen (BIO);NL14_31 Kamerik Teijlingens (BIO);NL14_32 Houtensewetering (BIO);NL14_33 Oud Kamerik (BIO);Meetnet Agrarisch en Stedelijk gebied (BIO);Agrarisch & Stedelijk Roulatiejaar 1 (BIO);Agrarisch & Stedelijk Roulatiejaar 2 (BIO);Agrarisch & Stedelijk Roulatiejaar 3 (BIO);Meetnet Macrofauna (BIO);Meetnet Natuurvriendelijke oevers (BIO);Meetnet Beschermde flora en fauna (wetNB, BIO);Meetnet Stadswateren (Ecoscans, BIO);Roulerend meetnet 2006 -2019 (BIO);Centraal stadsdeel (BIO);Groenraven Oost - Maartensdijk (BIO);Kromme Rijn - Honswijk (BIO);Langbroekerwetering (BIO);Lopikerwaard (BIO);Oude Rijn (BIO);Roulerend - buiten gebruik (BIO);Projecten (BIO);Groen Blauwe Diensten (BIO);Overig water (BIO);Effectmonitoring maaibeheer (BIO);Nevengeul en vlechtschermen bij Odijk (BIO);Lange weide (BIO);Natuurgebieden (BIO);Overige projecten (BIO);Afgerond (BIO);KRW waterlichamen;Overige waterbeheerders
NL14;NL14_21033;21033;Nieuwegein Wijkersloot Breitnerlaan (33);21033 Nieuwegein Wijkersloot Breitnerlaan (33);;;;;;134144;449434;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21033.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21034;21034;Nieuwegein Fokkesteeg Graaf Ferdinandlaan (34);21034 Nieuwegein Fokkesteeg Graaf Ferdinandlaan (34);;;;;;134947;447257;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21034.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21035;21035;Nieuwegein Fokkesteeg Zeisterveste (35);21035 Nieuwegein Fokkesteeg Zeisterveste (35);;;;;;134964;448463;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21035.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21036;21036;Nieuwegein de Wiers kanaal Plettenburg-Wiers (36);21036 Nieuwegein de Wiers kanaal Plettenburg-Wiers (36);;;;;;135908;448286;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21036.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21037;21037;Nieuwegein Plettenburg Groenendaal (37);21037 Nieuwegein Plettenburg Groenendaal (37);;;;;;135992;449635;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21037.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21038;21038;Nieuwegein Plettenburg Fort Jutphaas (38);21038 Nieuwegein Plettenburg Fort Jutphaas (38);;;;;;135387;450115;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21038.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21039;21039;Nieuwegein Park Kokkebogaard Sweelincklaan (39);21039 Nieuwegein Park Kokkebogaard Sweelincklaan (39);;;;;;134410;450336;;;M3;Gebufferde (regionale) kanalen;tertiair;;zuidoever;Nee;AFVGEB0050;;;;;NL14_21039.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21040;21040;Nieuwegein Zuilenstein Nedereindseweg (40);21040 Nieuwegein Zuilenstein Nedereindseweg (40);;;;;;134662;450016;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21040.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21041;21041;Nieuwegein Batau noord Elandweide (41);21041 Nieuwegein Batau noord Elandweide (41);;;;;;133444;450666;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21041.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21042;21042;Nieuwegein Batau noord Meikeverpad (42);21042 Nieuwegein Batau noord Meikeverpad (42);;;;;;132975;450578;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21042.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21043;21043;Nieuwegein Galecop Schermerhornpark (43);21043 Nieuwegein Galecop Schermerhornpark (43);;;;;;134152;451551;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21043.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21044;21044;Nieuwegein Maurice Roelanshoeve (44);21044 Nieuwegein Maurice Roelanshoeve (44);;;;;;133317;452004;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21044.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21045;21045;Nieuwegein Menno ter Braakhoeve (45);21045 Nieuwegein Menno ter Braakhoeve (45);;;;;;134649;451790;;;M8;Gebufferde laagveensloten;;;;;;;;;;NL14_21045.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21046;21046;Nieuwegein Structuurbaan Fahrenheitbaan (46);21046 Nieuwegein Structuurbaan Fahrenheitbaan (46);;;;;;135778;449592;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21046.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21047;21047;Nieuwegein Galecopperwetering nvo (47);21047 Nieuwegein Galecopperwetering nvo (47);;;;;;134089;452241;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21047.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21048;21048;Nieuwegein Galecopperdijk watervolierlocatie (48);21048 Nieuwegein Galecopperdijk watervolierlocatie (48);;;;;;134204;451280;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21048.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21049;21049;Nieuwegein Blokhoeve AC Verhoefweg (49);21049 Nieuwegein Blokhoeve AC Verhoefweg (49);;;;;;134292;451976;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21049.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21050;21050;Nieuwegein Blokhoeve Nederhoeve (50);21050 Nieuwegein Blokhoeve Nederhoeve (50);;;;;;134922;451319;;;M6a;Grote ondiepe kanalen zonder scheepvaart;tertiair;;zuidoever;Nee;AFVGEB0050;;;;;NL14_21050.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21051;21051;Nieuwegein Batau noord Gildehuisdrift (51);21051 Nieuwegein Batau noord Gildehuisdrift (51);;;;;;133755;450053;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21051.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21052;21052;Nieuwegein Zuilenstein park Romeolaan (52);21052 Nieuwegein Zuilenstein park Romeolaan (52);;;;;;134592;450646;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21052.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21053;21053;Nieuwegein Doorslag park Randdijk (53);21053 Nieuwegein Doorslag park Randdijk (53);;;;;;133425;448273;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21053.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21054;21054;Nieuwegein Klooster Schalkwijkse wetering (54);21054 Nieuwegein Klooster Schalkwijkse wetering (54);;;;;;136664;447857;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21054.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21055;21055;Nieuwegein Klooster turbine 3 (55);21055 Nieuwegein Klooster turbine 3 (55);;;;;;136683;447784;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21055.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21056;21056;Nieuwegein Park Oudegein vijver (56);21056 Nieuwegein Park Oudegein vijver (56);;;;;;134159;447668;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21056.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21057;21057;Nieuwegein Park Oudegein natuurkwartier (57);21057 Nieuwegein Park Oudegein natuurkwartier (57);;;;;;134154;447974;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21057.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21058;21058;Nieuwegein Wijkersloot Mondriaanlaan (58);21058 Nieuwegein Wijkersloot Mondriaanlaan (58);;;;;;134252;449839;;;M1a;Zoete gebufferde sloten;tertiair;;zuidwestoever;Nee;AFVGEB0050;;;;;NL14_21058.jpg;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21059;21059;Nieuwegein Vreeswijk Wierselaan (59);21059 Nieuwegein Vreeswijk Wierselaan (59);;;;;;135221;446731;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21059.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21060;21060;Nieuwegein Kromme IJssel (60);21060 Nieuwegein Kromme IJssel (60);;;;;;133645;447477;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21060.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21061;21061;Nieuwegein Park Oudegein zuid (61);21061 Nieuwegein Park Oudegein zuid (61);;;;;;133982;447308;;;M3;Gebufferde (regionale) kanalen;tertiair;;westoever;Nee;AFVGEB0098;CL_216;;;;NL14_21061.jpg;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21062;21062;Nieuwegein Plettenburg Celsiusbaan (62);21062 Nieuwegein Plettenburg Celsiusbaan (62);;;;;;135932;449186;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21062.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21063;21063;Nieuwegein Plettenburg Edisonbaan (63);21063 Nieuwegein Plettenburg Edisonbaan (63);;;;;;135213;449619;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21063.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21064;21064;Nieuwegein Batau zuid Batauweg (64);21064 Nieuwegein Batau zuid Batauweg (64);;;;;;133444;449980;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21064.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21065;21065;Nieuwegein Batau noord Nedereindseweg (65);21065 Nieuwegein Batau noord Nedereindseweg (65);;;;;;133739;451080;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21065.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21066;21066;Oudewater Vijver langs Westerwal Oudewater (66);21066 Oudewater Vijver langs Westerwal Oudewater (66);;;;;;119306;448335;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21066.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21067;21067;Oudewater Vijver Goudsestraatweg Oudewater (67);21067 Oudewater Vijver Goudsestraatweg Oudewater (67);;;;;;119423;448219;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21067.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21068;21068;Oudewater Singel langs Heemraadsingel - Boezemsingel Oudewater (68);21068 Oudewater Singel langs Heemraadsingel - Boezemsingel Oudewater (68);;;;;;119067;448725;;;M10;Laagveen vaarten en kanalen;primair;;westoever;Nee;AFVGEB0095;;;;;NL14_21068.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21069;21069;Oudewater Singel langs Dijkgraaflaan Oudewater (69);21069 Oudewater Singel langs Dijkgraaflaan Oudewater (69);;;;;;119177;448998;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21069.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21070;21070;Oudewater Singel langs Koningin Julianalaan Oudewater (70);21070 Oudewater Singel langs Koningin Julianalaan Oudewater (70);;;;;;119452;449208;;;M10;Laagveen vaarten en kanalen;;;;;;;;;;NL14_21070.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21071;21071;Oudewater Essenweg Oudewater (71);21071 Oudewater Essenweg Oudewater (71);;;;;;119224;449744;;;M8;Gebufferde laagveensloten;;;;;;;;;;NL14_21071.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21072;21072;Oudewater Groenekade Oudewater (72);21072 Oudewater Groenekade Oudewater (72);;;;;;119937;448072;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21072.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21073;21073;Oudewater Grote Gracht Oudewater (73);21073 Oudewater Grote Gracht Oudewater (73);;;;;;119751;448584;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21073.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21074;21074;Wijk bij Duurstede Kasteelpark Wijk bij Duurstede (74);21074 Wijk bij Duurstede Kasteelpark Wijk bij Duurstede (74);;;;;;152094;442261;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21074.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21075;21075;Wijk bij Duurstede Middelweg Oost Wijk bij Duurstede (75);21075 Wijk bij Duurstede Middelweg Oost Wijk bij Duurstede (75);;;;;;151307;442415;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21075.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21076;21076;Wijk bij Duurstede Parallelweg Romeinenbaan (76);21076 Wijk bij Duurstede Parallelweg Romeinenbaan (76);;;;;;150451;442751;;;M3;Gebufferde (regionale) kanalen;priamir;;westoever;Nee;AFVGEB0038;CL_211;;;;NL14_21076.jpg;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21077;21077;Wijk bij Duurstede Singel Wijk bij Duurstede (77);21077 Wijk bij Duurstede Singel Wijk bij Duurstede (77);;;;;;151976;442698;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21077.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21078;21078;Wijk bij Duurstede Stadspark Wijk bij Duurstede (78);21078 Wijk bij Duurstede Stadspark Wijk bij Duurstede (78);;;;;;151446;442936;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21078.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21079;21079;Wijk bij Duurstede Botersloot (79);21079 Wijk bij Duurstede Botersloot (79);;;;;;151288;443215;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21079.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21080;21080;Wijk bij Duurstede Bacchus/Neptunus Wijk bij Duurstede (80);21080 Wijk bij Duurstede Bacchus/Neptunus Wijk bij Duurstede (80);;;;;;151166;443782;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21080.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21081;21081;Wijk bij Duurstede Romulus Wijk bij Duurstede (81);21081 Wijk bij Duurstede Romulus Wijk bij Duurstede (81);;;;;;150925;443613;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21081.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21082;21082;Wijk bij Duurstede Julianalaan Langbroek (82);21082 Wijk bij Duurstede Julianalaan Langbroek (82);;;;;;150715;447345;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21082.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21083;21083;Wijk bij Duurstede Rijnsloot Cothen (83);21083 Wijk bij Duurstede Rijnsloot Cothen (83);;;;;;149065;445250;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21083.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21084;21084;Wijk bij Duurstede Parkvijver park Oranjehof Mauritsdreef Langbroek (84);21084 Wijk bij Duurstede Parkvijver park Oranjehof Mauritsdreef Langbroek (84);;;;;;150879;447477;;;M11;Kleine ondiepe gebufferde plassen;;;;;;;;;;NL14_21084.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21085;21085;Wijk bij Duurstede Watergang David van Bourgondi?weg WbD (85);21085 Wijk bij Duurstede Watergang David van Bourgondi?weg WbD (85);;;;;;151714;442819;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21085.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21086;21086;Wijk bij Duurstede Watergangen Langs de Rijn en Krommerijnder WbD (86);21086 Wijk bij Duurstede Watergangen Langs de Rijn en Krommerijnder WbD (86);;;;;;152272;442942;;;M1a;Zoete gebufferde sloten;;;;;;;;;;NL14_21086.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21087;21087;Wijk bij Duurstede Nevengeul van de Kromme Rijn Prins Hendrikweg WbD (87);21087 Wijk bij Duurstede Nevengeul van de Kromme Rijn Prins Hendrikweg WbD (87);;;;;;152541;443580;;;R6;Langzaam stromend riviertje op zand/klei;;;;;;;;;;NL14_21087.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
NL14;NL14_21088;21088;Wijk bij Duurstede Bedrijventerrein Broekweg Weegmaat WbD (88);21088 Wijk bij Duurstede Bedrijventerrein Broekweg Weegmaat WbD (88);;;;;;150307;442946;;;M3;Gebufferde (regionale) kanalen;;;;;;;;;;NL14_21088.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
